"Year","Month","Temp","mes_numerico","theta","r"
1969,"Jan",-0.11,1,0,0.81
1969,"Feb",-0.18,2,0.523598775598299,0.74
1969,"Mar",0.01,3,1.0471975511966,0.93
1969,"Apr",0.17,4,1.5707963267949,1.09
1969,"May",0.18,5,2.0943951023932,1.1
1969,"Jun",0.03,6,2.61799387799149,0.95
1969,"Jul",-0.05,7,3.14159265358979,0.87
1969,"Aug",0.04,8,3.66519142918809,0.96
1969,"Sep",0.08,9,4.18879020478639,1
1969,"Oct",0.09,10,4.71238898038469,1.01
1969,"Nov",0.12,11,5.23598775598299,1.04
1969,"Dec",0.25,12,5.75958653158129,1.17
1970,"Jan",0.08,1,0,1
1970,"Feb",0.22,2,0.523598775598299,1.14
1970,"Mar",0.06,3,1.0471975511966,0.98
1970,"Apr",0.05,4,1.5707963267949,0.97
1970,"May",-0.03,5,2.0943951023932,0.89
1970,"Jun",-0.02,6,2.61799387799149,0.9
1970,"Jul",0.02,7,3.14159265358979,0.94
1970,"Aug",-0.1,8,3.66519142918809,0.82
1970,"Sep",0.12,9,4.18879020478639,1.04
1970,"Oct",0.03,10,4.71238898038469,0.95
1970,"Nov",0.02,11,5.23598775598299,0.94
1970,"Dec",-0.12,12,5.75958653158129,0.8
1971,"Jan",-0.02,1,0,0.9
1971,"Feb",-0.15,2,0.523598775598299,0.77
1971,"Mar",-0.18,3,1.0471975511966,0.74
1971,"Apr",-0.07,4,1.5707963267949,0.85
1971,"May",-0.05,5,2.0943951023932,0.87
1971,"Jun",-0.16,6,2.61799387799149,0.76
1971,"Jul",-0.07,7,3.14159265358979,0.85
1971,"Aug",-0.01,8,3.66519142918809,0.91
1971,"Sep",-0.05,9,4.18879020478639,0.87
1971,"Oct",-0.04,10,4.71238898038469,0.88
1971,"Nov",-0.07,11,5.23598775598299,0.85
1971,"Dec",-0.08,12,5.75958653158129,0.84
1972,"Jan",-0.22,1,0,0.7
1972,"Feb",-0.18,2,0.523598775598299,0.74
1972,"Mar",0.02,3,1.0471975511966,0.94
1972,"Apr",0,4,1.5707963267949,0.92
1972,"May",-0.03,5,2.0943951023932,0.89
1972,"Jun",0.04,6,2.61799387799149,0.96
1972,"Jul",0.01,7,3.14159265358979,0.93
1972,"Aug",0.16,8,3.66519142918809,1.08
1972,"Sep",0.02,9,4.18879020478639,0.94
1972,"Oct",0.08,10,4.71238898038469,1
1972,"Nov",0.02,11,5.23598775598299,0.94
1972,"Dec",0.18,12,5.75958653158129,1.1
1973,"Jan",0.29,1,0,1.21
1973,"Feb",0.32,2,0.523598775598299,1.24
1973,"Mar",0.29,3,1.0471975511966,1.21
1973,"Apr",0.27,4,1.5707963267949,1.19
1973,"May",0.23,5,2.0943951023932,1.15
1973,"Jun",0.19,6,2.61799387799149,1.11
1973,"Jul",0.13,7,3.14159265358979,1.05
1973,"Aug",0.05,8,3.66519142918809,0.97
1973,"Sep",0.09,9,4.18879020478639,1.01
1973,"Oct",0.1,10,4.71238898038469,1.02
1973,"Nov",0.04,11,5.23598775598299,0.96
1973,"Dec",-0.07,12,5.75958653158129,0.85
1974,"Jan",-0.1,1,0,0.82
1974,"Feb",-0.27,2,0.523598775598299,0.65
1974,"Mar",-0.05,3,1.0471975511966,0.87
1974,"Apr",-0.11,4,1.5707963267949,0.81
1974,"May",-0.04,5,2.0943951023932,0.88
1974,"Jun",-0.05,6,2.61799387799149,0.87
1974,"Jul",-0.03,7,3.14159265358979,0.89
1974,"Aug",0.1,8,3.66519142918809,1.02
1974,"Sep",-0.08,9,4.18879020478639,0.84
1974,"Oct",-0.06,10,4.71238898038469,0.86
1974,"Nov",-0.08,11,5.23598775598299,0.84
1974,"Dec",-0.08,12,5.75958653158129,0.84
1975,"Jan",0.1,1,0,1.02
1975,"Feb",0.08,2,0.523598775598299,1
1975,"Mar",0.12,3,1.0471975511966,1.04
1975,"Apr",0.04,4,1.5707963267949,0.96
1975,"May",0.16,5,2.0943951023932,1.08
1975,"Jun",-0.01,6,2.61799387799149,0.91
1975,"Jul",-0.01,7,3.14159265358979,0.91
1975,"Aug",-0.17,8,3.66519142918809,0.75
1975,"Sep",-0.02,9,4.18879020478639,0.9
1975,"Oct",-0.11,10,4.71238898038469,0.81
1975,"Nov",-0.17,11,5.23598775598299,0.75
1975,"Dec",-0.17,12,5.75958653158129,0.75
1976,"Jan",-0.03,1,0,0.89
1976,"Feb",-0.06,2,0.523598775598299,0.86
1976,"Mar",-0.21,3,1.0471975511966,0.71
1976,"Apr",-0.07,4,1.5707963267949,0.85
1976,"May",-0.2,5,2.0943951023932,0.72
1976,"Jun",-0.12,6,2.61799387799149,0.8
1976,"Jul",-0.1,7,3.14159265358979,0.82
1976,"Aug",-0.12,8,3.66519142918809,0.8
1976,"Sep",-0.07,9,4.18879020478639,0.85
1976,"Oct",-0.24,10,4.71238898038469,0.68
1976,"Nov",-0.06,11,5.23598775598299,0.86
1976,"Dec",0.11,12,5.75958653158129,1.03
1977,"Jan",0.18,1,0,1.1
1977,"Feb",0.23,2,0.523598775598299,1.15
1977,"Mar",0.24,3,1.0471975511966,1.16
1977,"Apr",0.26,4,1.5707963267949,1.18
1977,"May",0.33,5,2.0943951023932,1.25
1977,"Jun",0.27,6,2.61799387799149,1.19
1977,"Jul",0.2,7,3.14159265358979,1.12
1977,"Aug",0.18,8,3.66519142918809,1.1
1977,"Sep",0.02,9,4.18879020478639,0.94
1977,"Oct",0.03,10,4.71238898038469,0.95
1977,"Nov",0.16,11,5.23598775598299,1.08
1977,"Dec",0.03,12,5.75958653158129,0.95
1978,"Jan",0.06,1,0,0.98
1978,"Feb",0.1,2,0.523598775598299,1.02
1978,"Mar",0.19,3,1.0471975511966,1.11
1978,"Apr",0.17,4,1.5707963267949,1.09
1978,"May",0.09,5,2.0943951023932,1.01
1978,"Jun",-0.01,6,2.61799387799149,0.91
1978,"Jul",0.04,7,3.14159265358979,0.96
1978,"Aug",-0.14,8,3.66519142918809,0.78
1978,"Sep",0.06,9,4.18879020478639,0.98
1978,"Oct",0.03,10,4.71238898038469,0.95
1978,"Nov",0.13,11,5.23598775598299,1.05
1978,"Dec",0.08,12,5.75958653158129,1
1979,"Jan",0.08,1,0,1
1979,"Feb",-0.1,2,0.523598775598299,0.82
1979,"Mar",0.19,3,1.0471975511966,1.11
1979,"Apr",0.15,4,1.5707963267949,1.07
1979,"May",0.03,5,2.0943951023932,0.95
1979,"Jun",0.14,6,2.61799387799149,1.06
1979,"Jul",0.04,7,3.14159265358979,0.96
1979,"Aug",0.17,8,3.66519142918809,1.09
1979,"Sep",0.25,9,4.18879020478639,1.17
1979,"Oct",0.26,10,4.71238898038469,1.18
1979,"Nov",0.28,11,5.23598775598299,1.2
1979,"Dec",0.48,12,5.75958653158129,1.4
1980,"Jan",0.29,1,0,1.21
1980,"Feb",0.39,2,0.523598775598299,1.31
1980,"Mar",0.29,3,1.0471975511966,1.21
1980,"Apr",0.3,4,1.5707963267949,1.22
1980,"May",0.35,5,2.0943951023932,1.27
1980,"Jun",0.2,6,2.61799387799149,1.12
1980,"Jul",0.22,7,3.14159265358979,1.14
1980,"Aug",0.18,8,3.66519142918809,1.1
1980,"Sep",0.2,9,4.18879020478639,1.12
1980,"Oct",0.13,10,4.71238898038469,1.05
1980,"Nov",0.29,11,5.23598775598299,1.21
1980,"Dec",0.21,12,5.75958653158129,1.13
1981,"Jan",0.53,1,0,1.45
1981,"Feb",0.42,2,0.523598775598299,1.34
1981,"Mar",0.48,3,1.0471975511966,1.4
1981,"Apr",0.32,4,1.5707963267949,1.24
1981,"May",0.24,5,2.0943951023932,1.16
1981,"Jun",0.29,6,2.61799387799149,1.21
1981,"Jul",0.32,7,3.14159265358979,1.24
1981,"Aug",0.35,8,3.66519142918809,1.27
1981,"Sep",0.14,9,4.18879020478639,1.06
1981,"Oct",0.12,10,4.71238898038469,1.04
1981,"Nov",0.23,11,5.23598775598299,1.15
1981,"Dec",0.41,12,5.75958653158129,1.33
1982,"Jan",0.05,1,0,0.97
1982,"Feb",0.15,2,0.523598775598299,1.07
1982,"Mar",0.03,3,1.0471975511966,0.95
1982,"Apr",0.15,4,1.5707963267949,1.07
1982,"May",0.18,5,2.0943951023932,1.1
1982,"Jun",0.05,6,2.61799387799149,0.97
1982,"Jul",0.14,7,3.14159265358979,1.06
1982,"Aug",0.03,8,3.66519142918809,0.95
1982,"Sep",0.14,9,4.18879020478639,1.06
1982,"Oct",0.13,10,4.71238898038469,1.05
1982,"Nov",0.18,11,5.23598775598299,1.1
1982,"Dec",0.42,12,5.75958653158129,1.34
1983,"Jan",0.53,1,0,1.45
1983,"Feb",0.43,2,0.523598775598299,1.35
1983,"Mar",0.42,3,1.0471975511966,1.34
1983,"Apr",0.27,4,1.5707963267949,1.19
1983,"May",0.34,5,2.0943951023932,1.26
1983,"Jun",0.22,6,2.61799387799149,1.14
1983,"Jul",0.18,7,3.14159265358979,1.1
1983,"Aug",0.36,8,3.66519142918809,1.28
1983,"Sep",0.37,9,4.18879020478639,1.29
1983,"Oct",0.17,10,4.71238898038469,1.09
1983,"Nov",0.3,11,5.23598775598299,1.22
1983,"Dec",0.16,12,5.75958653158129,1.08
1984,"Jan",0.31,1,0,1.23
1984,"Feb",0.14,2,0.523598775598299,1.06
1984,"Mar",0.26,3,1.0471975511966,1.18
1984,"Apr",0.06,4,1.5707963267949,0.98
1984,"May",0.33,5,2.0943951023932,1.25
1984,"Jun",0.02,6,2.61799387799149,0.94
1984,"Jul",0.19,7,3.14159265358979,1.11
1984,"Aug",0.19,8,3.66519142918809,1.11
1984,"Sep",0.21,9,4.18879020478639,1.13
1984,"Oct",0.13,10,4.71238898038469,1.05
1984,"Nov",0.06,11,5.23598775598299,0.98
1984,"Dec",-0.04,12,5.75958653158129,0.88
1985,"Jan",0.22,1,0,1.14
1985,"Feb",-0.04,2,0.523598775598299,0.88
1985,"Mar",0.17,3,1.0471975511966,1.09
1985,"Apr",0.12,4,1.5707963267949,1.04
1985,"May",0.14,5,2.0943951023932,1.06
1985,"Jun",0.15,6,2.61799387799149,1.07
1985,"Jul",0.04,7,3.14159265358979,0.96
1985,"Aug",0.17,8,3.66519142918809,1.09
1985,"Sep",0.13,9,4.18879020478639,1.05
1985,"Oct",0.12,10,4.71238898038469,1.04
1985,"Nov",0.05,11,5.23598775598299,0.97
1985,"Dec",0.14,12,5.75958653158129,1.06
1986,"Jan",0.26,1,0,1.18
1986,"Feb",0.37,2,0.523598775598299,1.29
1986,"Mar",0.3,3,1.0471975511966,1.22
1986,"Apr",0.22,4,1.5707963267949,1.14
1986,"May",0.21,5,2.0943951023932,1.13
1986,"Jun",0.12,6,2.61799387799149,1.04
1986,"Jul",0.11,7,3.14159265358979,1.03
1986,"Aug",0.16,8,3.66519142918809,1.08
1986,"Sep",0.03,9,4.18879020478639,0.95
1986,"Oct",0.15,10,4.71238898038469,1.07
1986,"Nov",0.1,11,5.23598775598299,1.02
1986,"Dec",0.13,12,5.75958653158129,1.05
1987,"Jan",0.32,1,0,1.24
1987,"Feb",0.43,2,0.523598775598299,1.35
1987,"Mar",0.18,3,1.0471975511966,1.1
1987,"Apr",0.24,4,1.5707963267949,1.16
1987,"May",0.25,5,2.0943951023932,1.17
1987,"Jun",0.35,6,2.61799387799149,1.27
1987,"Jul",0.4,7,3.14159265358979,1.32
1987,"Aug",0.25,8,3.66519142918809,1.17
1987,"Sep",0.35,9,4.18879020478639,1.27
1987,"Oct",0.33,10,4.71238898038469,1.25
1987,"Nov",0.29,11,5.23598775598299,1.21
1987,"Dec",0.46,12,5.75958653158129,1.38
1988,"Jan",0.57,1,0,1.49
1988,"Feb",0.44,2,0.523598775598299,1.36
1988,"Mar",0.52,3,1.0471975511966,1.44
1988,"Apr",0.43,4,1.5707963267949,1.35
1988,"May",0.44,5,2.0943951023932,1.36
1988,"Jun",0.4,6,2.61799387799149,1.32
1988,"Jul",0.33,7,3.14159265358979,1.25
1988,"Aug",0.39,8,3.66519142918809,1.31
1988,"Sep",0.37,9,4.18879020478639,1.29
1988,"Oct",0.38,10,4.71238898038469,1.3
1988,"Nov",0.12,11,5.23598775598299,1.04
1988,"Dec",0.29,12,5.75958653158129,1.21
1989,"Jan",0.12,1,0,1.04
1989,"Feb",0.3,2,0.523598775598299,1.22
1989,"Mar",0.36,3,1.0471975511966,1.28
1989,"Apr",0.29,4,1.5707963267949,1.21
1989,"May",0.17,5,2.0943951023932,1.09
1989,"Jun",0.17,6,2.61799387799149,1.09
1989,"Jul",0.34,7,3.14159265358979,1.26
1989,"Aug",0.33,8,3.66519142918809,1.25
1989,"Sep",0.34,9,4.18879020478639,1.26
1989,"Oct",0.29,10,4.71238898038469,1.21
1989,"Nov",0.2,11,5.23598775598299,1.12
1989,"Dec",0.37,12,5.75958653158129,1.29
1990,"Jan",0.41,1,0,1.33
1990,"Feb",0.44,2,0.523598775598299,1.36
1990,"Mar",0.8,3,1.0471975511966,1.72
1990,"Apr",0.56,4,1.5707963267949,1.48
1990,"May",0.45,5,2.0943951023932,1.37
1990,"Jun",0.37,6,2.61799387799149,1.29
1990,"Jul",0.46,7,3.14159265358979,1.38
1990,"Aug",0.34,8,3.66519142918809,1.26
1990,"Sep",0.23,9,4.18879020478639,1.15
1990,"Oct",0.45,10,4.71238898038469,1.37
1990,"Nov",0.46,11,5.23598775598299,1.38
1990,"Dec",0.41,12,5.75958653158129,1.33
1991,"Jan",0.43,1,0,1.35
1991,"Feb",0.5,2,0.523598775598299,1.42
1991,"Mar",0.36,3,1.0471975511966,1.28
1991,"Apr",0.51,4,1.5707963267949,1.43
1991,"May",0.34,5,2.0943951023932,1.26
1991,"Jun",0.53,6,2.61799387799149,1.45
1991,"Jul",0.48,7,3.14159265358979,1.4
1991,"Aug",0.39,8,3.66519142918809,1.31
1991,"Sep",0.44,9,4.18879020478639,1.36
1991,"Oct",0.29,10,4.71238898038469,1.21
1991,"Nov",0.3,11,5.23598775598299,1.22
1991,"Dec",0.32,12,5.75958653158129,1.24
1992,"Jan",0.48,1,0,1.4
1992,"Feb",0.4,2,0.523598775598299,1.32
1992,"Mar",0.48,3,1.0471975511966,1.4
1992,"Apr",0.27,4,1.5707963267949,1.19
1992,"May",0.31,5,2.0943951023932,1.23
1992,"Jun",0.26,6,2.61799387799149,1.18
1992,"Jul",0.09,7,3.14159265358979,1.01
1992,"Aug",0.08,8,3.66519142918809,1
1992,"Sep",-0.01,9,4.18879020478639,0.91
1992,"Oct",0.07,10,4.71238898038469,0.99
1992,"Nov",0.03,11,5.23598775598299,0.95
1992,"Dec",0.22,12,5.75958653158129,1.14
1993,"Jan",0.34,1,0,1.26
1993,"Feb",0.37,2,0.523598775598299,1.29
1993,"Mar",0.36,3,1.0471975511966,1.28
1993,"Apr",0.28,4,1.5707963267949,1.2
1993,"May",0.28,5,2.0943951023932,1.2
1993,"Jun",0.23,6,2.61799387799149,1.15
1993,"Jul",0.25,7,3.14159265358979,1.17
1993,"Aug",0.11,8,3.66519142918809,1.03
1993,"Sep",0.11,9,4.18879020478639,1.03
1993,"Oct",0.23,10,4.71238898038469,1.15
1993,"Nov",0.04,11,5.23598775598299,0.96
1993,"Dec",0.18,12,5.75958653158129,1.1
1994,"Jan",0.26,1,0,1.18
1994,"Feb",0.02,2,0.523598775598299,0.94
1994,"Mar",0.29,3,1.0471975511966,1.21
1994,"Apr",0.42,4,1.5707963267949,1.34
1994,"May",0.28,5,2.0943951023932,1.2
1994,"Jun",0.43,6,2.61799387799149,1.35
1994,"Jul",0.3,7,3.14159265358979,1.22
1994,"Aug",0.21,8,3.66519142918809,1.13
1994,"Sep",0.31,9,4.18879020478639,1.23
1994,"Oct",0.43,10,4.71238898038469,1.35
1994,"Nov",0.44,11,5.23598775598299,1.36
1994,"Dec",0.39,12,5.75958653158129,1.31
1995,"Jan",0.52,1,0,1.44
1995,"Feb",0.79,2,0.523598775598299,1.71
1995,"Mar",0.47,3,1.0471975511966,1.39
1995,"Apr",0.47,4,1.5707963267949,1.39
1995,"May",0.27,5,2.0943951023932,1.19
1995,"Jun",0.43,6,2.61799387799149,1.35
1995,"Jul",0.45,7,3.14159265358979,1.37
1995,"Aug",0.45,8,3.66519142918809,1.37
1995,"Sep",0.33,9,4.18879020478639,1.25
1995,"Oct",0.46,10,4.71238898038469,1.38
1995,"Nov",0.45,11,5.23598775598299,1.37
1995,"Dec",0.26,12,5.75958653158129,1.18
1996,"Jan",0.24,1,0,1.16
1996,"Feb",0.46,2,0.523598775598299,1.38
1996,"Mar",0.33,3,1.0471975511966,1.25
1996,"Apr",0.33,4,1.5707963267949,1.25
1996,"May",0.27,5,2.0943951023932,1.19
1996,"Jun",0.25,6,2.61799387799149,1.17
1996,"Jul",0.37,7,3.14159265358979,1.29
1996,"Aug",0.48,8,3.66519142918809,1.4
1996,"Sep",0.25,9,4.18879020478639,1.17
1996,"Oct",0.22,10,4.71238898038469,1.14
1996,"Nov",0.42,11,5.23598775598299,1.34
1996,"Dec",0.37,12,5.75958653158129,1.29
1997,"Jan",0.32,1,0,1.24
1997,"Feb",0.41,2,0.523598775598299,1.33
1997,"Mar",0.52,3,1.0471975511966,1.44
1997,"Apr",0.34,4,1.5707963267949,1.26
1997,"May",0.35,5,2.0943951023932,1.27
1997,"Jun",0.55,6,2.61799387799149,1.47
1997,"Jul",0.34,7,3.14159265358979,1.26
1997,"Aug",0.41,8,3.66519142918809,1.33
1997,"Sep",0.52,9,4.18879020478639,1.44
1997,"Oct",0.61,10,4.71238898038469,1.53
1997,"Nov",0.64,11,5.23598775598299,1.56
1997,"Dec",0.59,12,5.75958653158129,1.51
1998,"Jan",0.58,1,0,1.5
1998,"Feb",0.88,2,0.523598775598299,1.8
1998,"Mar",0.63,3,1.0471975511966,1.55
1998,"Apr",0.64,4,1.5707963267949,1.56
1998,"May",0.68,5,2.0943951023932,1.6
1998,"Jun",0.77,6,2.61799387799149,1.69
1998,"Jul",0.66,7,3.14159265358979,1.58
1998,"Aug",0.65,8,3.66519142918809,1.57
1998,"Sep",0.42,9,4.18879020478639,1.34
1998,"Oct",0.42,10,4.71238898038469,1.34
1998,"Nov",0.43,11,5.23598775598299,1.35
1998,"Dec",0.55,12,5.75958653158129,1.47
1999,"Jan",0.48,1,0,1.4
1999,"Feb",0.64,2,0.523598775598299,1.56
1999,"Mar",0.32,3,1.0471975511966,1.24
1999,"Apr",0.32,4,1.5707963267949,1.24
1999,"May",0.26,5,2.0943951023932,1.18
1999,"Jun",0.36,6,2.61799387799149,1.28
1999,"Jul",0.38,7,3.14159265358979,1.3
1999,"Aug",0.32,8,3.66519142918809,1.24
1999,"Sep",0.39,9,4.18879020478639,1.31
1999,"Oct",0.34,10,4.71238898038469,1.26
1999,"Nov",0.37,11,5.23598775598299,1.29
1999,"Dec",0.41,12,5.75958653158129,1.33
2000,"Jan",0.25,1,0,1.17
2000,"Feb",0.56,2,0.523598775598299,1.48
2000,"Mar",0.55,3,1.0471975511966,1.47
2000,"Apr",0.56,4,1.5707963267949,1.48
2000,"May",0.36,5,2.0943951023932,1.28
2000,"Jun",0.4,6,2.61799387799149,1.32
2000,"Jul",0.39,7,3.14159265358979,1.31
2000,"Aug",0.42,8,3.66519142918809,1.34
2000,"Sep",0.39,9,4.18879020478639,1.31
2000,"Oct",0.27,10,4.71238898038469,1.19
2000,"Nov",0.3,11,5.23598775598299,1.22
2000,"Dec",0.28,12,5.75958653158129,1.2
2001,"Jan",0.45,1,0,1.37
2001,"Feb",0.44,2,0.523598775598299,1.36
2001,"Mar",0.55,3,1.0471975511966,1.47
2001,"Apr",0.5,4,1.5707963267949,1.42
2001,"May",0.57,5,2.0943951023932,1.49
2001,"Jun",0.52,6,2.61799387799149,1.44
2001,"Jul",0.59,7,3.14159265358979,1.51
2001,"Aug",0.49,8,3.66519142918809,1.41
2001,"Sep",0.52,9,4.18879020478639,1.44
2001,"Oct",0.5,10,4.71238898038469,1.42
2001,"Nov",0.72,11,5.23598775598299,1.64
2001,"Dec",0.55,12,5.75958653158129,1.47
2002,"Jan",0.77,1,0,1.69
2002,"Feb",0.78,2,0.523598775598299,1.7
2002,"Mar",0.88,3,1.0471975511966,1.8
2002,"Apr",0.58,4,1.5707963267949,1.5
2002,"May",0.64,5,2.0943951023932,1.56
2002,"Jun",0.53,6,2.61799387799149,1.45
2002,"Jul",0.62,7,3.14159265358979,1.54
2002,"Aug",0.54,8,3.66519142918809,1.46
2002,"Sep",0.64,9,4.18879020478639,1.56
2002,"Oct",0.54,10,4.71238898038469,1.46
2002,"Nov",0.59,11,5.23598775598299,1.51
2002,"Dec",0.44,12,5.75958653158129,1.36
2003,"Jan",0.74,1,0,1.66
2003,"Feb",0.58,2,0.523598775598299,1.5
2003,"Mar",0.6,3,1.0471975511966,1.52
2003,"Apr",0.55,4,1.5707963267949,1.47
2003,"May",0.61,5,2.0943951023932,1.53
2003,"Jun",0.48,6,2.61799387799149,1.4
2003,"Jul",0.58,7,3.14159265358979,1.5
2003,"Aug",0.64,8,3.66519142918809,1.56
2003,"Sep",0.62,9,4.18879020478639,1.54
2003,"Oct",0.72,10,4.71238898038469,1.64
2003,"Nov",0.53,11,5.23598775598299,1.45
2003,"Dec",0.75,12,5.75958653158129,1.67
2004,"Jan",0.58,1,0,1.5
2004,"Feb",0.73,2,0.523598775598299,1.65
2004,"Mar",0.63,3,1.0471975511966,1.55
2004,"Apr",0.61,4,1.5707963267949,1.53
2004,"May",0.37,5,2.0943951023932,1.29
2004,"Jun",0.44,6,2.61799387799149,1.36
2004,"Jul",0.26,7,3.14159265358979,1.18
2004,"Aug",0.45,8,3.66519142918809,1.37
2004,"Sep",0.5,9,4.18879020478639,1.42
2004,"Oct",0.61,10,4.71238898038469,1.53
2004,"Nov",0.73,11,5.23598775598299,1.65
2004,"Dec",0.5,12,5.75958653158129,1.42
2005,"Jan",0.75,1,0,1.67
2005,"Feb",0.6,2,0.523598775598299,1.52
2005,"Mar",0.74,3,1.0471975511966,1.66
2005,"Apr",0.67,4,1.5707963267949,1.59
2005,"May",0.63,5,2.0943951023932,1.55
2005,"Jun",0.65,6,2.61799387799149,1.57
2005,"Jul",0.61,7,3.14159265358979,1.53
2005,"Aug",0.6,8,3.66519142918809,1.52
2005,"Sep",0.72,9,4.18879020478639,1.64
2005,"Oct",0.76,10,4.71238898038469,1.68
2005,"Nov",0.74,11,5.23598775598299,1.66
2005,"Dec",0.68,12,5.75958653158129,1.6
2006,"Jan",0.56,1,0,1.48
2006,"Feb",0.74,2,0.523598775598299,1.66
2006,"Mar",0.63,3,1.0471975511966,1.55
2006,"Apr",0.47,4,1.5707963267949,1.39
2006,"May",0.48,5,2.0943951023932,1.4
2006,"Jun",0.66,6,2.61799387799149,1.58
2006,"Jul",0.54,7,3.14159265358979,1.46
2006,"Aug",0.71,8,3.66519142918809,1.63
2006,"Sep",0.66,9,4.18879020478639,1.58
2006,"Oct",0.71,10,4.71238898038469,1.63
2006,"Nov",0.74,11,5.23598775598299,1.66
2006,"Dec",0.79,12,5.75958653158129,1.71
2007,"Jan",1.02,1,0,1.94
2007,"Feb",0.7,2,0.523598775598299,1.62
2007,"Mar",0.72,3,1.0471975511966,1.64
2007,"Apr",0.76,4,1.5707963267949,1.68
2007,"May",0.69,5,2.0943951023932,1.61
2007,"Jun",0.61,6,2.61799387799149,1.53
2007,"Jul",0.6,7,3.14159265358979,1.52
2007,"Aug",0.6,8,3.66519142918809,1.52
2007,"Sep",0.61,9,4.18879020478639,1.53
2007,"Oct",0.59,10,4.71238898038469,1.51
2007,"Nov",0.59,11,5.23598775598299,1.51
2007,"Dec",0.5,12,5.75958653158129,1.42
2008,"Jan",0.3,1,0,1.22
2008,"Feb",0.38,2,0.523598775598299,1.3
2008,"Mar",0.75,3,1.0471975511966,1.67
2008,"Apr",0.54,4,1.5707963267949,1.46
2008,"May",0.5,5,2.0943951023932,1.42
2008,"Jun",0.49,6,2.61799387799149,1.41
2008,"Jul",0.6,7,3.14159265358979,1.52
2008,"Aug",0.46,8,3.66519142918809,1.38
2008,"Sep",0.61,9,4.18879020478639,1.53
2008,"Oct",0.67,10,4.71238898038469,1.59
2008,"Nov",0.7,11,5.23598775598299,1.62
2008,"Dec",0.54,12,5.75958653158129,1.46
2009,"Jan",0.65,1,0,1.57
2009,"Feb",0.53,2,0.523598775598299,1.45
2009,"Mar",0.53,3,1.0471975511966,1.45
2009,"Apr",0.61,4,1.5707963267949,1.53
2009,"May",0.66,5,2.0943951023932,1.58
2009,"Jun",0.64,6,2.61799387799149,1.56
2009,"Jul",0.74,7,3.14159265358979,1.66
2009,"Aug",0.69,8,3.66519142918809,1.61
2009,"Sep",0.72,9,4.18879020478639,1.64
2009,"Oct",0.65,10,4.71238898038469,1.57
2009,"Nov",0.8,11,5.23598775598299,1.72
2009,"Dec",0.67,12,5.75958653158129,1.59
2010,"Jan",0.75,1,0,1.67
2010,"Feb",0.84,2,0.523598775598299,1.76
2010,"Mar",0.92,3,1.0471975511966,1.84
2010,"Apr",0.85,4,1.5707963267949,1.77
2010,"May",0.76,5,2.0943951023932,1.68
2010,"Jun",0.68,6,2.61799387799149,1.6
2010,"Jul",0.63,7,3.14159265358979,1.55
2010,"Aug",0.67,8,3.66519142918809,1.59
2010,"Sep",0.63,9,4.18879020478639,1.55
2010,"Oct",0.71,10,4.71238898038469,1.63
2010,"Nov",0.82,11,5.23598775598299,1.74
2010,"Dec",0.45,12,5.75958653158129,1.37
2011,"Jan",0.52,1,0,1.44
2011,"Feb",0.48,2,0.523598775598299,1.4
2011,"Mar",0.66,3,1.0471975511966,1.58
2011,"Apr",0.64,4,1.5707963267949,1.56
2011,"May",0.53,5,2.0943951023932,1.45
2011,"Jun",0.63,6,2.61799387799149,1.55
2011,"Jul",0.7,7,3.14159265358979,1.62
2011,"Aug",0.75,8,3.66519142918809,1.67
2011,"Sep",0.56,9,4.18879020478639,1.48
2011,"Oct",0.65,10,4.71238898038469,1.57
2011,"Nov",0.59,11,5.23598775598299,1.51
2011,"Dec",0.6,12,5.75958653158129,1.52
2012,"Jan",0.47,1,0,1.39
2012,"Feb",0.48,2,0.523598775598299,1.4
2012,"Mar",0.57,3,1.0471975511966,1.49
2012,"Apr",0.73,4,1.5707963267949,1.65
2012,"May",0.78,5,2.0943951023932,1.7
2012,"Jun",0.65,6,2.61799387799149,1.57
2012,"Jul",0.59,7,3.14159265358979,1.51
2012,"Aug",0.66,8,3.66519142918809,1.58
2012,"Sep",0.72,9,4.18879020478639,1.64
2012,"Oct",0.8,10,4.71238898038469,1.72
2012,"Nov",0.78,11,5.23598775598299,1.7
2012,"Dec",0.53,12,5.75958653158129,1.45
2013,"Jan",0.71,1,0,1.63
2013,"Feb",0.62,2,0.523598775598299,1.54
2013,"Mar",0.67,3,1.0471975511966,1.59
2013,"Apr",0.53,4,1.5707963267949,1.45
2013,"May",0.6,5,2.0943951023932,1.52
2013,"Jun",0.7,6,2.61799387799149,1.62
2013,"Jul",0.6,7,3.14159265358979,1.52
2013,"Aug",0.71,8,3.66519142918809,1.63
2013,"Sep",0.77,9,4.18879020478639,1.69
2013,"Oct",0.69,10,4.71238898038469,1.61
2013,"Nov",0.83,11,5.23598775598299,1.75
2013,"Dec",0.7,12,5.75958653158129,1.62
2014,"Jan",0.77,1,0,1.69
2014,"Feb",0.55,2,0.523598775598299,1.47
2014,"Mar",0.78,3,1.0471975511966,1.7
2014,"Apr",0.81,4,1.5707963267949,1.73
2014,"May",0.87,5,2.0943951023932,1.79
2014,"Jun",0.67,6,2.61799387799149,1.59
2014,"Jul",0.58,7,3.14159265358979,1.5
2014,"Aug",0.84,8,3.66519142918809,1.76
2014,"Sep",0.88,9,4.18879020478639,1.8
2014,"Oct",0.8,10,4.71238898038469,1.72
